episode,total_loss,loss_R1,loss_R2,loss_R3,loss_L1,loss_L2,loss_L3,loss_N1,loss_N2,loss_N3,loss_C1,loss_C2,loss_F1,loss_F2,loss_F3
0,6.9526261650025845,1.1232091188430786,2.264120101928711,0.6152960062026978,0.04350627586245537,0.08530332893133163,0.040771398693323135,0.10523294657468796,0.04627018794417381,0.29331275820732117,0.1182308942079544,0.20008306205272675,0.3849460184574127,0.32476240396499634,1.3075816631317139
1,6.317805260419846,1.132665753364563,2.3392529487609863,0.6493418216705322,0.09080970287322998,0.04301238805055618,0.20421195030212402,0.3461756706237793,0.0968269407749176,0.2622884213924408,0.0843585804104805,0.04059229791164398,0.42505884170532227,0.04380592703819275,0.5594040155410767
2,6.182616602629423,0.9676957130432129,2.326509952545166,0.615459144115448,0.05083616077899933,0.18640325963497162,0.037441883236169815,0.10836934298276901,0.04802216589450836,0.7027462720870972,0.0724271684885025,0.13898183405399323,0.03817687928676605,0.1986868530511856,0.6908599734306335
3,6.349468901753426,0.9576458930969238,2.077813148498535,0.6335006356239319,0.10446774959564209,0.05342070385813713,0.09485021233558655,0.04684083163738251,0.31435999274253845,0.08569138497114182,0.08611421287059784,0.14998674392700195,0.04323897883296013,0.19573184847831726,1.505806565284729
4,6.403252609074116,1.0859730243682861,2.4993064403533936,0.6320995688438416,0.040085501968860626,0.07650947570800781,0.10862401127815247,0.04796542972326279,0.07772326469421387,0.4671671688556671,0.06762845069169998,0.4285868704319,0.17683246731758118,0.41012802720069885,0.2846229076385498
5,5.76671177893877,1.0296657085418701,2.2080800533294678,0.6345500349998474,0.043937455862760544,0.04566413536667824,0.12401438504457474,0.2474612146615982,0.0628570094704628,0.04673217982053757,0.2076505720615387,0.32500356435775757,0.29555046558380127,0.21753516793251038,0.278009831905365
6,6.125880662351847,1.1356161832809448,2.181215763092041,0.627051830291748,0.04472416266798973,0.06735436618328094,0.8103187680244446,0.050773199647665024,0.060839030891656876,0.1797812432050705,0.36286461353302,0.07911506295204163,0.037715278565883636,0.09112881124019623,0.39738234877586365
7,6.164120577275753,1.0743732452392578,2.514646530151367,0.6155136227607727,0.056521181017160416,0.10179482400417328,0.3111231327056885,0.04573306068778038,0.04045657068490982,0.12197767198085785,0.21924002468585968,0.07482349127531052,0.10592819005250931,0.5031220316886902,0.3788670003414154
8,6.20293802395463,0.9522696137428284,2.350792169570923,0.6272310614585876,0.052085746079683304,0.07498174905776978,0.2617759108543396,0.18750618398189545,0.07036107778549194,0.9618155360221863,0.0706624835729599,0.16251564025878906,0.11256756633520126,0.08732757717370987,0.2310457080602646
9,6.065477129071951,1.0816107988357544,2.3404793739318848,0.7553423047065735,0.040524475276470184,0.2831108868122101,0.03944731131196022,0.0514436736702919,0.0823257565498352,0.3740118443965912,0.07944982498884201,0.2357659488916397,0.09478454291820526,0.10206672549247742,0.5051136612892151
10,5.6555122546851635,1.104270100593567,2.0362439155578613,0.5881807804107666,0.078606016933918,0.24806024134159088,0.15344926714897156,0.0528300479054451,0.21878303587436676,0.43943464756011963,0.06914664804935455,0.20843957364559174,0.06908811628818512,0.03615529462695122,0.3528245687484741
11,6.541188582777977,1.0267150402069092,2.225224018096924,0.7149253487586975,0.07237779349088669,0.06092467159032822,0.058488115668296814,0.2901036739349365,0.07908452302217484,0.33238279819488525,0.06756667792797089,0.25152990221977234,0.04035109281539917,0.12198492139577866,1.199530005455017
12,5.8383699506521225,0.9450746178627014,2.4799883365631104,0.5576297640800476,0.07239489257335663,0.05018128454685211,0.1667897254228592,0.04874104633927345,0.046069275587797165,0.16875222325325012,0.0923226848244667,0.5700397491455078,0.09617913514375687,0.0908890962600708,0.45331811904907227
13,4.943961165845394,0.977059543132782,2.186380386352539,0.6287931799888611,0.06687106937170029,0.04936319217085838,0.1428057998418808,0.04302201420068741,0.048407379537820816,0.04227976128458977,0.06750818341970444,0.10855906456708908,0.03758833929896355,0.06870579719543457,0.4766174554824829
14,5.565697316080332,1.1000422239303589,2.2549424171447754,0.6304918527603149,0.07568589597940445,0.1013675257563591,0.11682677268981934,0.14224930107593536,0.08031351119279861,0.2079700380563736,0.101951964199543,0.2793225049972534,0.04109852388501167,0.17816275358200073,0.2552720308303833
15,5.524772994220257,1.0190434455871582,2.306466579437256,0.8107458353042603,0.20317159593105316,0.09520033746957779,0.08326265215873718,0.05439453199505806,0.04328153654932976,0.07612323015928268,0.11680060625076294,0.09457304328680038,0.04178662598133087,0.08922472596168518,0.4906982481479645
16,6.747290421277285,1.1663559675216675,2.81327486038208,0.6775405406951904,0.06691326946020126,0.15517249703407288,0.13081085681915283,0.35559606552124023,0.046636588871479034,0.06249047815799713,0.3511764407157898,0.06031426414847374,0.03833938390016556,0.5119240880012512,0.31074512004852295
17,5.573113661259413,0.8978832364082336,2.2988879680633545,0.5953031182289124,0.05616511404514313,0.04622277989983559,0.2516902685165405,0.10730805993080139,0.06201723590493202,0.2205132395029068,0.0594845786690712,0.4167746603488922,0.039543118327856064,0.1773112416267395,0.34400904178619385
18,6.457503139972687,1.0661689043045044,2.407693386077881,0.667892336845398,0.04026973247528076,0.05261818319559097,0.07592333853244781,0.05372816324234009,0.06650834530591965,0.10890386998653412,0.07032031565904617,0.14615607261657715,0.07703769952058792,0.2435884028673172,1.3806943893432617
19,6.326242037117481,1.0311373472213745,2.4383161067962646,0.7522674798965454,0.04226481914520264,0.04139190539717674,0.0701151043176651,0.05085122212767601,0.14529216289520264,0.04003889858722687,0.08478565514087677,0.42590034008026123,0.32135799527168274,0.24851173162460327,0.6340112686157227
20,5.373773250728846,1.0123437643051147,2.265273332595825,0.7338666915893555,0.04137326776981354,0.05223335698246956,0.14990735054016113,0.04802308231592178,0.062368325889110565,0.1630394160747528,0.0559627003967762,0.13475407660007477,0.03540976345539093,0.03711951896548271,0.5820986032485962
21,5.870016407221556,0.9885414242744446,2.2788498401641846,0.8219065070152283,0.039549537003040314,0.05281994119286537,0.03653678670525551,0.053468409925699234,0.07842802256345749,0.33679816126823425,0.11080639809370041,0.43445220589637756,0.11112677305936813,0.22388653457164764,0.30284586548805237
22,6.061064671725035,1.0628597736358643,2.5395522117614746,0.6187176704406738,0.04301370307803154,0.19364921748638153,0.1865050196647644,0.052330613136291504,0.08113393187522888,0.11646731197834015,0.12705610692501068,0.6506880521774292,0.11718066036701202,0.07094742357730865,0.20096297562122345
23,5.8661200776696205,1.0739527940750122,2.313405752182007,0.6302265524864197,0.06430647522211075,0.06318030506372452,0.037298183888196945,0.04755966737866402,0.31274110078811646,0.12097948789596558,0.1013878807425499,0.290770024061203,0.042557716369628906,0.37724584341049194,0.3905082941055298
24,5.1905939765274525,1.071559190750122,2.2303905487060547,0.6231723427772522,0.09436357766389847,0.0619029700756073,0.12914064526557922,0.10703624039888382,0.04413912817835808,0.06304299086332321,0.20006661117076874,0.12448339909315109,0.04270234704017639,0.0817457064986229,0.3168482780456543
25,6.50312914699316,1.106081485748291,2.2748897075653076,0.5958423614501953,0.04542999342083931,0.19893135130405426,0.0668448880314827,0.38466519117355347,0.11621690541505814,0.40521499514579773,0.1609025001525879,0.556831419467926,0.03683529794216156,0.038793373852968216,0.515649676322937
26,5.945591047406197,1.0268516540527344,2.3022139072418213,0.6309756636619568,0.05252596363425255,0.06909558176994324,0.19468851387500763,0.059408530592918396,0.06259327381849289,0.07566742599010468,0.06403408944606781,0.05507475510239601,0.11125048249959946,1.110312581062317,0.1308986246585846
27,5.974930588155985,1.1932998895645142,2.0640370845794678,0.6299010515213013,0.03903916850686073,0.07490470260381699,0.12656338512897491,0.6642389893531799,0.04514782130718231,0.09352952986955643,0.6142761707305908,0.03827231749892235,0.04019194468855858,0.04404989629983902,0.3074786365032196
28,7.336437992751598,1.0295777320861816,2.3701562881469727,0.6421586871147156,0.03716554865241051,0.08076551556587219,0.058220040053129196,0.2364165186882019,0.07648979127407074,0.11515284329652786,0.06606432795524597,0.31373298168182373,1.0524967908859253,0.10669245570898056,1.1513484716415405
29,5.140914645045996,1.0352882146835327,2.133434295654297,0.6952725052833557,0.043198056519031525,0.18646793067455292,0.06401127576828003,0.04356212168931961,0.040466856211423874,0.21633683145046234,0.1630212664604187,0.10925856232643127,0.13563869893550873,0.1240399032831192,0.1509181261062622
30,6.570129409432411,1.0682851076126099,2.040163040161133,0.6880040764808655,0.06421199440956116,0.053305335342884064,0.4270871877670288,0.044864073395729065,0.06037085875868797,0.27916115522384644,0.4336560368537903,0.056764233857393265,0.08321056514978409,0.67148756980896,0.5995581746101379
31,5.375856447964907,0.937987208366394,2.0996131896972656,0.7005563378334045,0.03940914198756218,0.10229875892400742,0.2871519923210144,0.26624420285224915,0.03951771929860115,0.32977840304374695,0.14054405689239502,0.06166672334074974,0.07245897501707077,0.11718714982271194,0.18144258856773376
32,6.008735481649637,0.9632105231285095,2.450657606124878,0.6583497524261475,0.09358332306146622,0.05321773886680603,0.06166871264576912,0.05008545517921448,0.0850030705332756,0.5370473265647888,0.3701820969581604,0.06736529618501663,0.11197508126497269,0.30278483033180237,0.20360466837882996
33,7.905239533632994,1.066629409790039,2.1769657135009766,0.7437002658843994,0.04137641191482544,0.0433131568133831,0.14927613735198975,0.21203382313251495,0.07430537045001984,0.08556023240089417,2.504660129547119,0.09349501132965088,0.10334375500679016,0.24071010947227478,0.36987000703811646
