seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3010,1,coefficient,scratch,120,2560,0.3495243628526911,0.07510971138828232,0.35898693704111906,
3010,1,coefficient,warm,120,2560,0.044529952373274714,0.2264800974084382,0.0382558094410277,
3010,1,coefficient,source_retrieval,120,2560,0.050964714691105924,0.33363105758348754,0.04121759941895484,0.6333333333333333
3010,1,coefficient,source_mixture,120,2560,0.048104109082591086,0.297989817066995,0.03948736053140473,0.8387195952563872
3010,1,coefficient,scratch,200,2560,0.2338902192895196,0.061388561417443185,0.23983855231959123,
3010,1,coefficient,warm,200,2560,0.03268373312550075,0.06384638337263088,0.03160915897904799,
3010,1,coefficient,source_retrieval,200,2560,0.03393595502185476,0.07079088879073013,0.03266509523672112,0.6333333333333333
3010,1,coefficient,source_mixture,200,2560,0.03332048237614694,0.06570625531201296,0.03220373158525501,0.8387195952563872
3010,1,coefficient,scratch,400,2560,0.046145387780949766,0.02787289765978347,0.04677547364719688,
3010,1,coefficient,warm,400,2560,0.01499632055575869,0.01131655791019117,0.015123208922847223,
3010,1,coefficient,source_retrieval,400,2560,0.015420762299514251,0.011671749240585158,0.015550038611891116,0.6333333333333333
3010,1,coefficient,source_mixture,400,2560,0.015289086862828169,0.01155585929191284,0.015417818848032146,0.8387195952563872
