episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5,loss_X6,loss_X7,loss_X8,loss_X9,loss_X10,loss_X11,loss_X12,loss_X13,loss_X14,loss_X15,loss_X16,loss_X17,loss_X18,loss_X19,loss_X20,loss_X21,loss_X22,loss_X23,loss_X24,loss_X25,loss_X26,loss_X27,loss_X28,loss_X29,loss_X30,loss_X31,loss_X32,loss_X33,loss_X34,loss_X35,loss_X36,loss_X37,loss_X38,loss_X39,loss_X40,loss_X41,loss_X42,loss_X43,loss_X44,loss_X45,loss_X46,loss_X47,loss_X48,loss_X49,loss_X50
0,0,X24,-2.4638727284395543,12.325284611433744,0.9796499609947205,1.0449926853179932,1.1598306894302368,1.0631557703018188,0.8943089246749878,0.9893613457679749,1.0540391206741333,0.9899616837501526,0.22641028463840485,0.04065733775496483,0.04674939066171646,0.21167239546775818,0.07613609731197357,0.3202681839466095,0.28287798166275024,0.14597494900226593,0.145366832613945,0.4425511062145233,0.03985222429037094,0.030796950682997704,0.08256594836711884,0.03871846944093704,0.04243975877761841,0.30826690793037415,0.11499235033988953,0.035799261182546616,0.1180594339966774,0.02561226487159729,0.0889892503619194,0.08239314705133438,0.025845207273960114,0.031114261597394943,0.079130157828331,0.12839451432228088,0.08929813653230667,0.0408947691321373,0.0676780566573143,0.12165283411741257,0.19112613797187805,0.07456441223621368,0.06805451959371567,0.03260920196771622,0.03346740081906319,0.02153087593615055,0.0450233593583107,0.05055683106184006,0.021801603958010674,0.02820316143333912,0.027815530076622963,0.024072932079434395
0,1,X27,-3.225220839685341,10.342655872926116,0.9848314523696899,1.0386261940002441,1.2070969343185425,1.0353442430496216,0.8971700668334961,1.000233769416809,1.0560591220855713,0.9943684339523315,0.11059603840112686,0.03025561384856701,0.0472138486802578,0.031680211424827576,0.03916874900460243,0.12304655462503433,0.2519984841346741,0.03421450033783913,0.04083678126335144,0.1379304826259613,0.024656040593981743,0.06162209063768387,0.03156038373708725,0.02610437572002411,0.03446124494075775,0.062473226338624954,0.04969203099608421,0.04636991024017334,0.07621806114912033,0.03381241112947464,0.022759228944778442,0.03362167254090309,0.027619341388344765,0.03660961985588074,0.10177478194236755,0.08163177967071533,0.04907023161649704,0.049181196838617325,0.03503633290529251,0.03117297776043415,0.059127021580934525,0.03591076657176018,0.03601895272731781,0.027745399624109268,0.030209749937057495,0.023387450724840164,0.03400401398539543,0.025917209684848785,0.025696568191051483,0.024396603927016258,0.021234197542071342,0.022889519110322
0,2,X29,-1.0140913885930978,10.30963752232492,1.001232385635376,1.035341739654541,1.2307734489440918,1.054792046546936,0.8993135690689087,1.00337553024292,1.0537046194076538,0.9896891117095947,0.08283719420433044,0.02869368903338909,0.0662102997303009,0.039717331528663635,0.06294496357440948,0.0995587557554245,0.24852454662322998,0.03448749706149101,0.03177531808614731,0.11206570267677307,0.022164909169077873,0.03713089972734451,0.0291439201682806,0.025018850341439247,0.028238242492079735,0.04934248328208923,0.04128569737076759,0.04897275194525719,0.045315273106098175,0.029455333948135376,0.04875437542796135,0.057563744485378265,0.024349186569452286,0.030693238601088524,0.14938092231750488,0.08237790316343307,0.043341949582099915,0.056528106331825256,0.03349146246910095,0.03506407141685486,0.04038690775632858,0.02919818088412285,0.027676280587911606,0.024974560365080833,0.023403728380799294,0.024463292211294174,0.030664047226309776,0.025568939745426178,0.021967299282550812,0.023902233690023422,0.02048015221953392,0.02430082857608795
0,3,X44,-0.5732601916998226,9.945333309471607,0.978902280330658,1.0351874828338623,1.1844364404678345,1.0430548191070557,0.8913969397544861,0.9908668994903564,1.0521514415740967,0.9883037209510803,0.07389255613088608,0.04518496245145798,0.04928534850478172,0.037116482853889465,0.057672061026096344,0.08024328202009201,0.13464954495429993,0.025109797716140747,0.024229412898421288,0.08810868114233017,0.022952713072299957,0.052080657333135605,0.024448510259389877,0.024152344092726707,0.02342865988612175,0.02985985018312931,0.0685671716928482,0.05787885934114456,0.07364465296268463,0.04110703244805336,0.03391247242689133,0.06805167347192764,0.02367839589715004,0.025527289137244225,0.061437953263521194,0.062462132424116135,0.032846469432115555,0.037865329533815384,0.036529023200273514,0.051676664501428604,0.04034760594367981,0.026037579402327538,0.027459267526865005,0.023354986682534218,0.02816900424659252,0.021350586786866188,0.03130285441875458,0.02626054361462593,0.021183781325817108,0.02366098016500473,0.020744705572724342,0.023561405017971992
0,4,X33,-2.419895590960248,9.819231804460287,0.9738441109657288,1.035140037536621,1.1672630310058594,1.0429004430770874,0.892947256565094,0.9876833558082581,1.0512021780014038,0.9879292249679565,0.07469573616981506,0.03764205798506737,0.053083255887031555,0.03520577400922775,0.04877963662147522,0.06486518681049347,0.115718312561512,0.02451116032898426,0.025089023634791374,0.08476682752370834,0.02226189337670803,0.052395258098840714,0.024389823898673058,0.024187972769141197,0.023632166907191277,0.02907121554017067,0.0733841136097908,0.06239715591073036,0.0627082958817482,0.037766337394714355,0.031184274703264236,0.06522097438573837,0.0236276276409626,0.0243941992521286,0.05949680879712105,0.052002038806676865,0.029805703088641167,0.03538864850997925,0.0321354866027832,0.041773077100515366,0.03897174447774887,0.02554968371987343,0.026031825691461563,0.02305286005139351,0.026164643466472626,0.021727221086621284,0.0314037948846817,0.027119509875774384,0.02116871438920498,0.02362160198390484,0.02088051661849022,0.023050006479024887
0,5,X8,-0.347164223785974,9.773715185001493,0.9744287133216858,1.0353223085403442,1.1569536924362183,1.0456379652023315,0.8935003876686096,0.9855998158454895,1.0511903762817383,0.9879097938537598,0.07152882218360901,0.03717407211661339,0.05832096189260483,0.03383054956793785,0.04076992720365524,0.06397844105958939,0.10665934532880783,0.0238462146371603,0.025033218786120415,0.08450832962989807,0.022243333980441093,0.05005199462175369,0.02460082620382309,0.024336975067853928,0.023194830864667892,0.029878675937652588,0.07602022588253021,0.05366424098610878,0.06277614831924438,0.03684472292661667,0.029199542477726936,0.06568063050508499,0.023502007126808167,0.024211842566728592,0.059712477028369904,0.04789692163467407,0.02780470997095108,0.03422991931438446,0.03065139427781105,0.041564036160707474,0.04120168462395668,0.02570505067706108,0.025268862023949623,0.022975821048021317,0.026093345135450363,0.021740848198533058,0.030691666528582573,0.02702864073216915,0.02115597017109394,0.02359592728316784,0.020684728398919106,0.023314248770475388
0,6,X19,3.1704266962539425,9.690468341112137,0.9729644060134888,1.037745475769043,1.1536058187484741,1.0318447351455688,0.8951818346977234,0.9822922348976135,1.0524543523788452,0.9881444573402405,0.05256596952676773,0.03787278011441231,0.05143033340573311,0.03787741810083389,0.02687089890241623,0.051661472767591476,0.07577081024646759,0.03028578869998455,0.026379840448498726,0.0690331682562828,0.021589387208223343,0.0403330959379673,0.024764372035861015,0.02381548285484314,0.02257070317864418,0.03531407564878464,0.08161124587059021,0.047986406832933426,0.05736805498600006,0.03775986284017563,0.022415997460484505,0.0630686804652214,0.023246020078659058,0.02386215142905712,0.09595517069101334,0.058328039944171906,0.02902686782181263,0.04121892899274826,0.0288742333650589,0.03283348307013512,0.04319431260228157,0.02581179328262806,0.024072550237178802,0.02268226444721222,0.02464030496776104,0.021180663257837296,0.027667304500937462,0.02617916651070118,0.020623676478862762,0.0236506424844265,0.02011609636247158,0.02472550980746746
0,7,X48,-1.2014287024172554,9.68340964987874,0.9722795486450195,1.0361961126327515,1.1560288667678833,1.0352510213851929,0.8973569869995117,0.9820433259010315,1.0537941455841064,0.9882307052612305,0.05560368299484253,0.03705591335892677,0.054466940462589264,0.03836074844002724,0.02633019909262657,0.051273249089717865,0.07771716266870499,0.03029550611972809,0.026450665667653084,0.0643736720085144,0.021696439012885094,0.04138829931616783,0.024223754182457924,0.02385570853948593,0.022659292444586754,0.03404916077852249,0.07486534863710403,0.04717474803328514,0.057122889906167984,0.03858448192477226,0.021657655015587807,0.0639958530664444,0.0235110055655241,0.023681210353970528,0.09258338809013367,0.05470644310116768,0.02916410006582737,0.0398283526301384,0.028572743758559227,0.03270237147808075,0.04289890453219414,0.025941628962755203,0.02426985651254654,0.02219257690012455,0.024979474022984505,0.021193983033299446,0.027636617422103882,0.02586275525391102,0.020637668669223785,0.023662229999899864,0.020126812160015106,0.024875443428754807
0,8,X40,4.96488110072346,9.683459103107452,0.9723916053771973,1.037367820739746,1.153166651725769,1.037074327468872,0.8971036672592163,0.9820566177368164,1.0533766746520996,0.9884733557701111,0.052843302488327026,0.03847695514559746,0.05440988391637802,0.03735993057489395,0.025091607123613358,0.054883357137441635,0.08195222169160843,0.027754146605730057,0.026782182976603508,0.06283131241798401,0.021701792255043983,0.04129850119352341,0.02432812936604023,0.02378728613257408,0.022754980251193047,0.034538473933935165,0.07832925021648407,0.0451773963868618,0.05962364375591278,0.03762888163328171,0.02149350754916668,0.06338255852460861,0.023451130837202072,0.023535728454589844,0.09072349220514297,0.0530293770134449,0.029075348749756813,0.040026694536209106,0.028468936681747437,0.03313441202044487,0.041916437447071075,0.02599884569644928,0.024467598646879196,0.02203226462006569,0.026094822213053703,0.02119896374642849,0.028049997985363007,0.025522446259856224,0.020620886236429214,0.023854639381170273,0.02004922926425934,0.024767829105257988
0,9,X23,-2.880715200242905,9.663928037509322,0.9719322323799133,1.037412166595459,1.1534746885299683,1.039394497871399,0.8989934921264648,0.9816983938217163,1.0528745651245117,0.9922508001327515,0.04768314212560654,0.027727622538805008,0.05834279954433441,0.04760453477501869,0.022753946483135223,0.0663304477930069,0.06682278215885162,0.024943089112639427,0.025731617584824562,0.06878002732992172,0.021953929215669632,0.03913009166717529,0.02348468266427517,0.026614723727107048,0.0239113662391901,0.03594890609383583,0.07004708796739578,0.03081941045820713,0.05530215799808502,0.03775728493928909,0.021833516657352448,0.06695394217967987,0.023195069283246994,0.023263536393642426,0.0861961841583252,0.054678916931152344,0.027733679860830307,0.04334903135895729,0.02857344225049019,0.034285541623830795,0.04139471426606178,0.025318291038274765,0.024731287732720375,0.022059451788663864,0.027199778705835342,0.02105419896543026,0.028453979641199112,0.02562899887561798,0.020647823810577393,0.02368292212486267,0.020363638177514076,0.023609604686498642
