step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X5,-4.960751533508301,50,9.56472421810031,33.69192901290953
1,X3,4.225771903991699,100,6.543828288093209,22.66692205145955
2,X11,-5.0,150,6.446129048243165,14.40716867223382
3,X18,-4.345340251922607,240,6.163474703207612,11.392556969821452
4,X8,-5.0,290,6.171909125521779,10.334372632578015
5,X11,5.0,340,5.901607109233737,8.6727663051337
6,X6,5.0,430,5.880577260628343,7.563847902417183
7,X9,-5.0,480,5.729444947093725,7.151073052361608
8,X14,-5.0,530,5.658564556390047,6.742971133813262
9,X3,-5.0,620,5.586632922291756,6.035935771465302
10,X1,5.0,670,5.595336044207215,5.711146673932672
11,X1,-4.64138126373291,720,5.587917428463697,5.271737607941032
12,X17,4.982779502868652,810,5.5687313582748175,4.762560445442796
13,X11,-1.5665687322616577,860,5.558673206716776,4.592990289255977
14,X20,4.6693525314331055,910,5.5569704528898,4.310978293046356
15,X20,-5.0,1000,5.545929370447993,3.934727014601231
16,X18,-5.0,1050,5.544149700552225,3.8354154765605926
17,X6,4.4084672927856445,1100,5.543471805751324,3.730626306682825
18,X11,-3.016411781311035,1190,5.542447846382856,3.5956438820809127
19,X14,5.0,1240,5.538164189085364,3.5715555142611266
20,X1,4.670421600341797,1290,5.536104200407863,3.5196712862700226
21,X17,-5.0,1380,5.531614288687706,3.0363840918987988
22,X22,-5.0,1430,5.528342556208372,3.027923196554184
23,X18,3.6198365688323975,1480,5.528085604310036,2.588227428868413
24,X5,5.0,1570,5.5254984106868505,2.517369855940342
25,X8,4.467072010040283,1620,5.524725988507271,2.254279613122344
26,X11,3.6902670860290527,1670,5.528440037742257,2.218092341348529
27,X9,4.017927646636963,1760,5.526816375553608,2.1786823380738496
28,X13,-5.0,1810,5.524478139355779,2.1677324336022137
29,X9,4.38590145111084,1860,5.523330876603723,2.158716244623065
30,X11,3.5289597511291504,1950,5.519838821142912,2.1390119571238757
31,X13,5.0,2000,5.519312670454383,2.1301241379231213
