track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2013,correct,broad,16,8,0.045702382807695514,,,
prior_gate,2013,correct,proposal,16,8,0.016180380787266725,,,
prior_gate,2013,correct,validation_gate,16,8,0.016182064359389056,7.947662580966912e-05,0.7256504810146323,0.30085191585208215
prior_gate,2013,correct,broad,32,8,0.006931042237109436,,,
prior_gate,2013,correct,proposal,32,8,0.003541652052944313,,,
prior_gate,2013,correct,validation_gate,32,8,0.0046649867966324764,0.3964448776245601,0.13841107244223202,0.11949755600992482
prior_gate,2013,correct,broad,64,8,0.00424617189678313,,,
prior_gate,2013,correct,proposal,64,8,0.002955649176396461,,,
prior_gate,2013,correct,validation_gate,64,8,0.0036454997595689563,0.5678657535325614,0.2004794279805605,0.2127711215366332
prior_gate,2013,wrong,broad,16,8,0.045702382807695514,,,
prior_gate,2013,wrong,proposal,16,8,0.05048105272351969,,,
prior_gate,2013,wrong,validation_gate,16,8,0.04576082307835988,0.9850437181945417,0.7256504810146323,0.9140904391352376
prior_gate,2013,wrong,broad,32,8,0.006931042237109436,,,
prior_gate,2013,wrong,proposal,32,8,0.008834674540428463,,,
prior_gate,2013,wrong,validation_gate,32,8,0.00698005293187523,0.9548288501287101,0.13841107244223202,0.275709380123413
prior_gate,2013,wrong,broad,64,8,0.00424617189678313,,,
prior_gate,2013,wrong,proposal,64,8,0.004597712112540576,,,
prior_gate,2013,wrong,validation_gate,64,8,0.004319327564483496,0.5486870765166516,0.2004794279805605,0.20927095865524542
