seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3002,10,family,scratch,120,2560,0.5300398762683978,0.25508626815338936,0.6675166803259021,
3002,10,family,warm,120,2560,0.22737803260089556,0.5833875471151032,0.04937327534379181,
3002,10,family,source_retrieval,120,2560,0.06714125822246443,0.047383457875864586,0.07702015839576438,0.43333333333333335
3002,10,family,source_mixture,120,2560,0.06058346716268729,0.04805139411975512,0.06684950368415339,0.5571139487362866
3002,10,family,scratch,200,2560,0.24606749496896146,0.1984353894022243,0.2698835477523301,
3002,10,family,warm,200,2560,0.05700997532128533,0.12333304734107194,0.023848439311392012,
3002,10,family,source_retrieval,200,2560,0.03166279278178221,0.03665766757913848,0.029165355383104087,0.43333333333333335
3002,10,family,source_mixture,200,2560,0.030157086469134915,0.036995190235160104,0.02673803458612232,0.5571139487362866
3002,10,family,scratch,400,2560,0.03228248434832594,0.020468522361956898,0.03818946534151045,
3002,10,family,warm,400,2560,0.018055930100644667,0.021156326547117056,0.016505731877408482,
3002,10,family,source_retrieval,400,2560,0.015115391324093888,0.010785469277247774,0.017280352347516948,0.43333333333333335
3002,10,family,source_mixture,400,2560,0.014754364172095264,0.010793666025813208,0.01673471324523629,0.5571139487362866
