step,target,value,query_samples,observed_total_loss,broad_total_loss,observed_nonroot_loss,broad_nonroot_loss,feasible_nonroot_loss
0,X1,4.623000144958496,50,6.769054237753153,16.108845748007298,1.6480356492102146,15.08464203029871,2.176319268764928
1,X3,5.0,100,6.10270918160677,10.115101378411055,0.9693047478795052,9.088420491665602,1.2599283170420676
2,X6,-4.078232765197754,150,5.755574567243457,3.6704721227288246,0.6149231027811766,2.6423418298363686,0.6645852197737744
3,X6,4.924866199493408,240,5.705260107293725,2.8175964936614037,0.5785654876381159,1.7922575697302818,0.5799341936750958
4,X10,-5.0,290,5.706347290426493,2.673631410300732,0.5816741026937962,1.6486967727541924,0.583866069985864
5,X10,5.0,340,5.711278194561601,2.1508102893829344,0.5803423468023539,1.1246231198310852,0.5790799706010148
6,X11,-5.0,430,5.69914722815156,2.1467065710574387,0.5699050463736057,1.120858134701848,0.5652009280165657
7,X2,-0.9055295586585999,480,5.699049072340131,2.187931625545025,0.5691873598843813,1.161959283053875,0.5637596038092549
8,X9,-4.301367282867432,530,5.699748668819666,2.081240216270089,0.5690517760813236,1.0551008377224207,0.5648873527922358
9,X13,5.0,620,5.695408308878541,2.0901088315993546,0.5667940620332956,1.0643859822303057,0.5599586471992855
10,X9,-1.036722183227539,670,5.692632999271154,2.0885579627007247,0.5660307668149471,1.0632375162094831,0.5617123377742246
11,X13,-5.0,720,5.690330162644386,2.063826358690858,0.5660049468278885,1.0389613155275583,0.5625391967284183
12,X16,-4.686315536499023,810,5.687421474605799,2.094113612547517,0.5649735666811466,1.0696240309625864,0.5613626756627734
13,X11,4.084228515625,860,5.6876779198646545,2.059509167447686,0.5652052760124207,1.0350146386772394,0.5617026429390535
14,X25,5.0,910,5.686819726601243,2.078611884638667,0.5645376387983561,1.0541554670780897,0.5623370866136005
15,X20,-4.376705169677734,1000,5.685702508315444,2.012635926157236,0.5637649353593588,0.9882484115660191,0.5651317037797222
16,X7,4.2844696044921875,1050,5.685438113287091,1.9400718443095684,0.5645264554768801,0.9158895127475262,0.5613838859911386
17,X18,-3.806473731994629,1100,5.685620015487075,1.9301363930106163,0.5643568094819784,0.905883751809597,0.5599377016769722
18,X7,-5.0,1190,5.681573959067464,1.9112163495272398,0.5642363149672747,0.887748820707202,0.5527054324435692
19,X16,5.0,1240,5.680618606507778,1.8670729570090772,0.5641610845923424,0.8437814526259899,0.5529340333693351
20,X3,-4.792484760284424,1290,5.679203374311328,1.8311809096485376,0.5629325937479734,0.8079267535358667,0.551468123953479
21,X14,4.124669075012207,1380,5.678155587986112,1.8197616383433344,0.562321649864316,0.7965948507189751,0.5508780872526888
22,X4,5.0,1430,5.677726598456502,1.8183811221271755,0.5622479040175676,0.7952853832393885,0.5505448033412297
23,X18,3.9651801586151123,1480,5.676102193072438,1.819312071427703,0.5616579968482256,0.7964232321828604,0.5500074588538458
24,X2,5.0,1570,5.674332922324538,1.804150354117155,0.560759549960494,0.7814356796443462,0.5493351325082282
25,X23,5.0,1620,5.675166580826044,1.806276547908783,0.5604399181902409,0.7833312153816223,0.5493984385781612
26,X4,-5.0,1670,5.676111593842506,1.8004525009542705,0.5600942522287369,0.7772490326315165,0.5492793112838019
27,X20,5.0,1760,5.678689358755946,1.7875088561326264,0.55980777554214,0.7637325394898653,0.5491807862805824
28,X16,1.8376010656356812,1810,5.679563848301768,1.7833449229598046,0.5596540253609419,0.7593629583716393,0.5491169817202415
29,X11,1.5348809957504272,1860,5.6805092338472605,1.773030884191394,0.5596162918955088,0.7488522958010435,0.5492913285658385
30,X13,1.4052255153656006,1950,5.680251579731703,1.7671902861446143,0.5593135170638561,0.7430026736110449,0.5490907543959718
31,X18,-5.0,2000,5.680093012750149,1.7671002745628357,0.5594058260321617,0.7429628372192383,0.5491201440260436
