track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2001,correct,broad,16,8,0.01080145650406291,,,
prior_gate,2001,correct,proposal,16,8,0.006904461768200308,,,
prior_gate,2001,correct,validation_gate,16,8,0.007919749767216058,0.31599403010856314,0.34340736529748916,0.30865641571078534
prior_gate,2001,correct,broad,32,8,0.0034679461837807514,,,
prior_gate,2001,correct,proposal,32,8,0.0029937389309793935,,,
prior_gate,2001,correct,validation_gate,32,8,0.0032006789214182024,0.5288601546911607,0.19067583335142896,0.19587644184420472
prior_gate,2001,correct,broad,64,8,0.000803742559010422,,,
prior_gate,2001,correct,proposal,64,8,0.0007961589992313287,,,
prior_gate,2001,correct,validation_gate,64,8,0.000799608866295912,0.4846070205586989,0.41207426348797455,0.4093026513453153
prior_gate,2001,wrong,broad,16,8,0.01080145650406291,,,
prior_gate,2001,wrong,proposal,16,8,0.01353209197165089,,,
prior_gate,2001,wrong,validation_gate,16,8,0.01080145650406291,1.0,0.34340736529748916,2.0894448596229784
prior_gate,2001,wrong,broad,32,8,0.0034679461837807514,,,
prior_gate,2001,wrong,proposal,32,8,0.006915297786588044,,,
prior_gate,2001,wrong,validation_gate,32,8,0.005705690710032132,0.27590422373817725,0.19067583335142896,0.14725668869567599
prior_gate,2001,wrong,broad,64,8,0.000803742559010422,,,
prior_gate,2001,wrong,proposal,64,8,0.0010810857770656205,,,
prior_gate,2001,wrong,validation_gate,64,8,0.0008514665330124189,0.5269305088083931,0.41207426348797455,0.4169264507888463
