seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3015,3,family,scratch,120,2560,0.38645141298428437,0.5764850704208648,0.36533656215799765,
3015,3,family,warm,120,2560,0.09033505135149848,0.6367360265016324,0.02962383189037249,
3015,3,family,source_retrieval,120,2560,0.03141254411563173,0.03843739872477381,0.03063200471461593,0.8
3015,3,family,source_mixture,120,2560,0.030795649158915937,0.03843739872505948,0.02994656587378888,0.8132299674346232
3015,3,family,scratch,200,2560,0.30296927545511465,0.363768128518651,0.296213847336944,
3015,3,family,warm,200,2560,0.036984998024931465,0.11193170978674823,0.02865758560695182,
3015,3,family,source_retrieval,200,2560,0.0305180452351995,0.04032006795705393,0.029428931599437897,0.8
3015,3,family,source_mixture,200,2560,0.02988352022903703,0.040320067957245666,0.028723903814791632,0.8132299674346232
3015,3,family,scratch,400,2560,0.02537383533573886,0.011272464273415335,0.026940654342663704,
3015,3,family,warm,400,2560,0.013603918018816606,0.009898468981455556,0.014015634578523388,
3015,3,family,source_retrieval,400,2560,0.013494645676637641,0.005365327779547152,0.014397903220758809,0.8
3015,3,family,source_mixture,400,2560,0.01326572560160467,0.005365327779549664,0.014143547581833005,0.8132299674346232
