episode,step,target,value,total_loss,loss_X1,loss_X2,loss_X3,loss_X4,loss_X5,env_queries_executed,env_queries_candidate_probe,env_queries_observational,env_queries_total
0,0,X4,2.067893865563044,13.001537919044495,0.8787074685096741,5.354732990264893,1.2238917350769043,5.170767307281494,0.37343841791152954,48750,3120000,62400,3231150
0,1,X3,-3.604460400770564,9.960543841123581,0.8750873804092407,3.6806557178497314,0.47997620701789856,4.777339458465576,0.14748507738113403,48750,3120000,62400,3231150
0,2,X5,1.9645496061066456,7.766034111380577,0.8740614056587219,2.1158647537231445,0.2906336486339569,4.409272193908691,0.07620210945606232,48750,3120000,62400,3231150
0,3,X1,0.6636099371889834,4.945456296205521,0.8743064999580383,0.13591647148132324,0.1527431160211563,3.7596867084503174,0.022803500294685364,48750,3120000,62400,3231150
0,4,X1,-1.0284955322189795,4.505294471979141,0.8740938305854797,0.03588509187102318,0.1024809330701828,3.475545883178711,0.017288733273744583,48750,3120000,62400,3231150
0,5,X3,-1.8339558896455364,4.200587885454297,0.8744252920150757,0.020053653046488762,0.07573777437210083,3.2156851291656494,0.014686036854982376,48750,3120000,62400,3231150
0,6,X2,0.21334728030557226,3.708211027085781,0.8746482133865356,0.01283017173409462,0.04586055129766464,2.7627570629119873,0.012115027755498886,48750,3120000,62400,3231150
0,7,X4,-1.3430336517509556,3.5027428809553385,0.8742756247520447,0.011500541120767593,0.03854653239250183,2.5669803619384766,0.011439820751547813,48750,3120000,62400,3231150
0,8,X5,3.6371960349666317,3.316575273871422,0.8740741014480591,0.010871922597289085,0.03211997076869011,2.3884456157684326,0.01106366328895092,48750,3120000,62400,3231150
0,9,X4,-2.4756134515769936,3.0008428897708654,0.8740442395210266,0.010537222027778625,0.02588900364935398,2.0798842906951904,0.010488133877515793,48750,3120000,62400,3231150
0,10,X2,0.16117589379260533,2.8684562407433987,0.8741092681884766,0.010500987060368061,0.024367166683077812,1.949131727218628,0.010347091592848301,48750,3120000,62400,3231150
0,11,X1,0.037330204735174455,2.749280004762113,0.8741204738616943,0.010462027043104172,0.021945809945464134,1.8325201272964478,0.010231566615402699,48750,3120000,62400,3231150
0,12,X3,-3.7463884167999617,2.5500627867877483,0.874439537525177,0.010465556755661964,0.017634045332670212,1.6375024318695068,0.010021215304732323,48750,3120000,62400,3231150
0,13,X5,-2.1636632239073137,2.4691831301897764,0.8746217489242554,0.010465065017342567,0.016116071492433548,1.5580008029937744,0.00997944176197052,48750,3120000,62400,3231150
0,14,X5,-2.7575269654248826,2.397669301368296,0.8741479516029358,0.01045638881623745,0.015215282328426838,1.4878973960876465,0.009952282533049583,48750,3120000,62400,3231150
0,15,X3,-0.5622044093263137,2.2810410410165787,0.8742101788520813,0.010435519739985466,0.014537392184138298,1.3719685077667236,0.009889442473649979,48750,3120000,62400,3231150
0,16,X2,-3.2600257776540897,2.2327870074659586,0.8741784691810608,0.010433102957904339,0.014166783541440964,1.3241313695907593,0.009877282194793224,48750,3120000,62400,3231150
0,17,X5,4.611250775352051,2.1906125601381063,0.8741692900657654,0.010422755032777786,0.014104833826422691,1.2820534706115723,0.009862210601568222,48750,3120000,62400,3231150
0,18,X2,-3.397851866844804,2.1229715775698423,0.8741792440414429,0.010384274646639824,0.013770929537713528,1.2147839069366455,0.009853222407400608,48750,3120000,62400,3231150
0,19,X1,-4.6775251891867615,2.1141973780468106,0.8741877675056458,0.010570691898465157,0.031361471861600876,1.188223123550415,0.009854323230683804,48750,3120000,62400,3231150
0,20,X4,0.6522993634752785,2.0866225101053715,0.8742277026176453,0.01051147561520338,0.02635885588824749,1.1656874418258667,0.009837034158408642,48750,3120000,62400,3231150
0,21,X1,0.4172126658402666,2.0485436264425516,0.8743000626564026,0.010489823296666145,0.023581521585583687,1.130357027053833,0.009815191850066185,48750,3120000,62400,3231150
0,22,X2,2.0242951073160285,2.0344220465049148,0.8747529983520508,0.010482805781066418,0.022772563621401787,1.1165950298309326,0.009818648919463158,48750,3120000,62400,3231150
0,23,X5,-1.9246316822683074,2.0221941098570824,0.8749286532402039,0.010481759905815125,0.02172066457569599,1.1052504777908325,0.009812554344534874,48750,3120000,62400,3231150
0,24,X1,2.2535435507647508,2.00314858648926,0.8753395676612854,0.01049320213496685,0.019552871584892273,1.0879663228988647,0.009796622209250927,48750,3120000,62400,3231150
1,0,X4,4.365513731659155,10.47972720861435,0.874041736125946,3.0934057235717773,1.0531599521636963,5.170767307281494,0.28835248947143555,48750,3120000,62400,3231150
1,1,X3,-4.3603171402282666,8.008184522390366,0.8842331171035767,1.505502700805664,0.43768829107284546,4.777446269989014,0.40331414341926575,48750,3120000,62400,3231150
1,2,X3,-4.434302917067878,6.485819637775421,0.8870486617088318,0.5056185126304626,0.3651866018772125,4.403239727020264,0.3247261345386505,48750,3120000,62400,3231150
1,3,X3,2.675310951144806,4.985758498311043,0.8760724067687988,0.07371114939451218,0.20437660813331604,3.757556200027466,0.07404213398694992,48750,3120000,62400,3231150
1,4,X4,0.8088210167621002,4.600131079554558,0.8791728019714355,0.04763803258538246,0.13630861043930054,3.4755733013153076,0.06143833324313164,48750,3120000,62400,3231150
1,5,X3,-4.779389892344086,4.2631046287715435,0.8769240975379944,0.03496512398123741,0.09402988106012344,3.214872121810913,0.04231340438127518,48750,3120000,62400,3231150
1,6,X1,4.241564831528811,3.809578599408269,0.8778704404830933,0.04023429751396179,0.1125715896487236,2.754525899887085,0.02437637187540531,48750,3120000,62400,3231150
1,7,X1,4.11282339336992,3.6183339320123196,0.8778115510940552,0.04045902192592621,0.12589877843856812,2.5538198947906494,0.02034468576312065,48750,3120000,62400,3231150
1,8,X1,0.30848478182811157,3.4209270402789116,0.8778109550476074,0.034291818737983704,0.11833024770021439,2.372159957885742,0.01833406090736389,48750,3120000,62400,3231150
1,9,X2,-4.177538037982062,3.074694998562336,0.8770198822021484,0.024377256631851196,0.09937587380409241,2.0590550899505615,0.014866895973682404,48750,3120000,62400,3231150
1,10,X2,2.977141307023347,2.9448581701144576,0.8764225840568542,0.021564438939094543,0.10571418702602386,1.9270018339157104,0.014155126176774502,48750,3120000,62400,3231150
1,11,X2,0.5057058775642451,2.823529787361622,0.8761652112007141,0.019374284893274307,0.10462632030248642,1.8096784353256226,0.01368553563952446,48750,3120000,62400,3231150
1,12,X1,1.9315791197381094,2.594821278937161,0.8741007447242737,0.015858694911003113,0.08143194019794464,1.6104391813278198,0.012990717776119709,48750,3120000,62400,3231150
1,13,X1,3.877505062091611,2.5205092169344425,0.874085545539856,0.015399854630231857,0.09134212136268616,1.5269320011138916,0.012749694287776947,48750,3120000,62400,3231150
1,14,X2,-0.8638782190219265,2.4416811419650912,0.8740376234054565,0.01473007071763277,0.0861859992146492,1.4541089534759521,0.012618495151400566,48750,3120000,62400,3231150
1,15,X4,3.827357249189193,2.3019603295251727,0.8740244507789612,0.013686418533325195,0.06552466750144958,1.3363840579986572,0.012340734712779522,48750,3120000,62400,3231150
1,16,X5,-2.7747879278982177,2.244807875715196,0.8740018606185913,0.013353230431675911,0.05541509762406349,1.2897629737854004,0.01227471325546503,48750,3120000,62400,3231150
1,17,X5,2.1983874005496675,2.1949130054563284,0.8740050792694092,0.01305786520242691,0.04557611048221588,1.2500625848770142,0.01221136562526226,48750,3120000,62400,3231150
1,18,X1,-3.8827674488738104,2.140320999547839,0.8739920854568481,0.012592924758791924,0.05427960678935051,1.187408685684204,0.012047696858644485,48750,3120000,62400,3231150
1,19,X4,-1.2236724847231706,2.109413692727685,0.8740226030349731,0.012403579428792,0.04805401340126991,1.1629139184951782,0.012019578367471695,48750,3120000,62400,3231150
1,20,X5,-1.2455270653907213,2.0844278587028384,0.874067485332489,0.012238490395247936,0.04353553429245949,1.1426500082015991,0.011936340481042862,48750,3120000,62400,3231150
1,21,X4,4.964707878706427,2.0472953859716654,0.87424635887146,0.01196283008903265,0.03743717819452286,1.1115825176239014,0.012066501192748547,48750,3120000,62400,3231150
1,22,X1,-0.29673702461065155,2.0338341714814305,0.8742527365684509,0.011866661719977856,0.03594627231359482,1.0998575687408447,0.011910932138562202,48750,3120000,62400,3231150
1,23,X2,1.2747787207561494,2.02295552380383,0.8743365406990051,0.011785860173404217,0.03497527912259102,1.090418815612793,0.011439028196036816,48750,3120000,62400,3231150
1,24,X1,-2.432413495713676,2.0028537334874272,0.8740787506103516,0.011603743769228458,0.029958650469779968,1.0766702890396118,0.010542299598455429,48750,3120000,62400,3231150
2,0,X2,-4.921623900251583,12.960943423211575,0.8780457377433777,5.092132091522217,2.0923686027526855,4.777348041534424,0.1210489496588707,48750,3120000,62400,3231150
2,1,X5,0.7632505353594663,9.288302339613438,0.8758189678192139,3.3556296825408936,0.5547043085098267,4.410417556762695,0.09173182398080826,48750,3120000,62400,3231150
2,2,X4,-3.5497798868842168,7.110560663044453,0.8740631341934204,1.764959692955017,0.2951481342315674,4.0716447830200195,0.10474491864442825,48750,3120000,62400,3231150
2,3,X3,3.7846395308133634,4.74480664730072,0.8741510510444641,0.12951970100402832,0.19786225259304047,3.475177764892578,0.06809587776660919,48750,3120000,62400,3231150
2,4,X2,-3.083093482796225,4.354856286197901,0.8744514584541321,0.05145775154232979,0.15698888897895813,3.217939853668213,0.05401833355426788,48750,3120000,62400,3231150
2,5,X3,4.250940468836328,4.065059430897236,0.874030351638794,0.03203805163502693,0.13242316246032715,2.9817898273468018,0.04477803781628609,48750,3120000,62400,3231150
2,6,X2,-3.567923215770481,3.5990571472793818,0.8749434947967529,0.01803998462855816,0.10693497955799103,2.565232515335083,0.03390617296099663,48750,3120000,62400,3231150
