track,seed,condition,method,budget,validation_samples,mse,fallback_weight,validation_base_sse,validation_proposal_sse
prior_gate,2017,correct,broad,16,8,0.022096180313633106,,,
prior_gate,2017,correct,proposal,16,8,0.020168341372802368,,,
prior_gate,2017,correct,validation_gate,16,8,0.020522737782129378,0.3277450028796036,0.11873633517255663,0.08640825179819561
prior_gate,2017,correct,broad,32,8,0.011709752478048781,,,
prior_gate,2017,correct,proposal,32,8,0.011579690749565275,,,
prior_gate,2017,correct,validation_gate,32,8,0.011656973038758976,0.6738404551890724,0.19264188304564075,0.22529418484320163
prior_gate,2017,correct,broad,64,8,0.003182556770950748,,,
prior_gate,2017,correct,proposal,64,8,0.0030979511759964174,,,
prior_gate,2017,correct,validation_gate,64,8,0.003119188721189277,0.4867880301670935,0.2372897146458372,0.2349110063485887
prior_gate,2017,wrong,broad,16,8,0.022096180313633106,,,
prior_gate,2017,wrong,proposal,16,8,0.06618895614337711,,,
prior_gate,2017,wrong,validation_gate,16,8,0.02130222662336178,0.9288446457185794,0.11873633517255663,0.23434475167462465
prior_gate,2017,wrong,broad,32,8,0.011709752478048781,,,
prior_gate,2017,wrong,proposal,32,8,0.013337499471402944,,,
prior_gate,2017,wrong,validation_gate,32,8,0.011726759677069761,0.6491280973247157,0.19264188304564075,0.22032628203718663
prior_gate,2017,wrong,broad,64,8,0.003182556770950748,,,
prior_gate,2017,wrong,proposal,64,8,0.002423257303491946,,,
prior_gate,2017,wrong,validation_gate,64,8,0.0027604555487035225,0.5886322098399869,0.2372897146458372,0.25341383907442094
