method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
round_robin,1011,30,150,5.565149810165167,5.557259084656835,1.9998218487948178,1.9169313076883556,1934.9128422737122
