seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3005,3,coefficient,scratch,120,2560,0.5191962826727571,0.11420747943844951,0.5641950385876802,
3005,3,coefficient,warm,120,2560,0.05802808395039227,0.21160190742027965,0.04096432578707146,
3005,3,coefficient,source_retrieval,120,2560,0.059867446974300256,0.20418876548617992,0.043831744917424746,0.6666666666666666
3005,3,coefficient,source_mixture,120,2560,0.05934139757716836,0.2047618712968828,0.043183567163866766,0.8419453084220907
3005,3,coefficient,scratch,200,2560,0.2771785742326439,0.08568445225584938,0.2984556988967321,
3005,3,coefficient,warm,200,2560,0.041193664836228,0.1440176578333166,0.02976877672544038,
3005,3,coefficient,source_retrieval,200,2560,0.04203552611487506,0.13830343242328877,0.031339092080606874,0.6666666666666666
3005,3,coefficient,source_mixture,200,2560,0.041011558282375696,0.13884796958629048,0.030140845915274057,0.8419453084220907
3005,3,coefficient,scratch,400,2560,0.028932136443876166,0.02760045222035941,0.029080101357600245,
3005,3,coefficient,warm,400,2560,0.012961541731044145,0.014948103458869237,0.012740812650174693,
3005,3,coefficient,source_retrieval,400,2560,0.012760961376930799,0.014843566612370641,0.012529560795215259,0.6666666666666666
3005,3,coefficient,source_mixture,400,2560,0.012948822483364467,0.015131568837806676,0.012706295110648665,0.8419453084220907
