seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3007,10,coefficient,scratch,120,2560,0.6275613889483013,0.8736034211860344,0.5045403728294346,
3007,10,coefficient,warm,120,2560,0.08103496653970305,0.17612098169359441,0.03349195896275734,
3007,10,coefficient,source_retrieval,120,2560,0.15694864836605246,0.4020506625878422,0.03439764125515768,0.5666666666666667
3007,10,coefficient,source_mixture,120,2560,0.15520735602424612,0.39889325847518864,0.033364404798774935,0.7070538393317388
3007,10,coefficient,scratch,200,2560,0.4705601175087547,0.26072524782659157,0.5754775523498362,
3007,10,coefficient,warm,200,2560,0.044798877185513564,0.05882525805338379,0.03778568675157846,
3007,10,coefficient,source_retrieval,200,2560,0.0691670275655023,0.12911391202593772,0.0391935853352846,0.5666666666666667
3007,10,coefficient,source_mixture,200,2560,0.06736865737263523,0.12636785932723876,0.03786905639533343,0.7070538393317388
3007,10,coefficient,scratch,400,2560,0.044596294889982305,0.02622181206110093,0.053783536304422994,
3007,10,coefficient,warm,400,2560,0.013209078285172903,0.014638580408442767,0.012494327223537969,
3007,10,coefficient,source_retrieval,400,2560,0.015406396824033625,0.021626601379007144,0.012296294546546861,0.5666666666666667
3007,10,coefficient,source_mixture,400,2560,0.014121427819432392,0.017403211309537404,0.012480536074379888,0.7070538393317388
