dpo_loss,reward,cov_bonus,score,target,value,episode,step,run_started_at,run_dir,train_candidates_total,train_candidates_parsed,train_candidates_invalid,train_candidate_parse_rate,train_steps_total,train_steps_with_any_valid_candidate,train_steps_teacher_fallback,train_teacher_fallback_rate,n_nodes,prompt_strategy,prompt_tokens_mean,prompt_tokens_max,peak_vram_gb
0.69140625,25.86884868517518,3.4398386462425234,29.308687331417705,X10,1.5,0,2,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.69140625,18.636883977800622,2.4898727567609082,21.126756734561532,X10,1.5,0,3,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.69140625,-1.272852197289474,0.2206007600619736,-1.0522514372275005,X10,1.5,0,9,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.69140625,-1.5,0.13986545156962593,100.0,X1,-0.23586882127880848,0,11,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.69140625,-1.5,0.16145097763606717,100.0,X3,-2.591536804599044,0,12,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.69140625,-1.5,1.1719518019348072,100.0,X3,2.6444173072469965,1,1,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.51171875,19.813957594335083,1.2642784938403493,100.0,X1,4.481315304739672,1,2,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.69140625,56.997634485363974,0.9640918173441037,57.96172630270808,X10,1.5,1,3,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.37109375,-1.5,0.33062017514034214,100.0,X3,3.2281622899826186,1,4,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
0.69140625,17.091524392366406,0.32334271948763593,17.414867111854043,X10,1.5,1,5,2026-06-12T22:19:06,/projects/paco0228/ACE/results/scaling_kablation/K16/nodes50/ace/seed_789/run_20260612_221906_seed789,5368,5368,0,1.0,486,449,0,0.0,48,compact,773.22975,880,18.741552128
