seed,changed,change_type,method,target_budget,source_samples,mse,changed_mse,unchanged_mse,old_selection_mass
3019,10,family,scratch,120,2560,0.36051286817565337,0.4912712727005061,0.29513366591322704,
3019,10,family,warm,120,2560,0.1570433018506146,0.4159668745253251,0.027581515513259332,
3019,10,family,source_retrieval,120,2560,0.03112039759094663,0.036619410440328536,0.028370891166255675,0.6
3019,10,family,source_mixture,120,2560,0.034809514745963936,0.04870836770242536,0.02786008826773322,0.6062278412086524
3019,10,family,scratch,200,2560,0.33499472883146,0.32714540898029576,0.338919388757042,
3019,10,family,warm,200,2560,0.043534188332812356,0.059662386557707725,0.03547008922036467,
3019,10,family,source_retrieval,200,2560,0.0318301649447195,0.02256265413480312,0.03646392034967769,0.6
3019,10,family,source_mixture,200,2560,0.03260840540408097,0.025662881853295415,0.03608116717947375,0.6062278412086524
3019,10,family,scratch,400,2560,0.03385215194119829,0.04958657665681176,0.025984939583391563,
3019,10,family,warm,400,2560,0.016496999520883928,0.018405409179772115,0.015542794691439831,
3019,10,family,source_retrieval,400,2560,0.01528441737742538,0.0144888497407999,0.01568220119573812,0.6
3019,10,family,source_mixture,400,2560,0.015649469641580496,0.015986700676392067,0.01548085412417471,0.6062278412086524
