track,seed,method,budget,requested_budget,actuator_penalty,background_sd,actions,mse,interaction_error,posterior_risk
design,123,random_single,8,400,1,0.0,1,1.7100019659485621,0.81,3.112047952394583
design,123,random_single,40,400,1,0.0,5,1.441182289775181,0.81,1.7789489528697604
design,123,random_single,80,400,1,0.0,10,1.4406090812335695,0.81,1.7781527250508173
design,123,random_single,160,400,1,0.0,20,1.4405074094277925,0.81,1.7779730754016316
design,123,random_single,400,400,1,0.0,50,1.4400524139837851,0.81,1.777852775668462
design,123,design_single,8,400,1,0.0,1,1.560321401447476,0.81,3.112047952394583
design,123,design_single,40,400,1,0.0,5,1.4407009089319767,0.81,1.7785587898157458
design,123,design_single,80,400,1,0.0,10,1.44008199761489,0.81,1.7781527250508173
design,123,design_single,160,400,1,0.0,20,1.4402281181569425,0.81,1.7779652645951107
design,123,design_single,400,400,1,0.0,50,1.4401463277429858,0.81,1.777852775668462
design,123,random_joint,8,400,1,0.0,1,1.5626383267203638,0.81,3.112047952394583
design,123,random_joint,56,400,1,0.0,5,0.025449875726262106,0.0030761391910282053,1.4227325092870022
design,123,random_joint,104,400,1,0.0,10,0.000293652358036025,0.00012925310711588744,0.0008331060464435809
design,123,random_joint,216,400,1,0.0,20,5.470141020289395e-05,3.0181483999978535e-05,0.00020398916379279846
design,123,random_joint,400,400,1,0.0,37,0.0001182372050409436,7.031611620630914e-07,0.00010375069993243643
design,123,design_joint,8,400,1,0.0,1,1.562897062420586,0.81,3.112047952394583
design,123,design_joint,56,400,1,0.0,5,0.0014546999682818781,0.0006442141533596667,0.0009762090371119121
design,123,design_joint,128,400,1,0.0,10,0.0005016334662017724,4.335214305387006e-05,0.00030182142565210863
design,123,design_joint,288,400,1,0.0,20,0.0001833819611763453,4.799931771244669e-06,0.00012369363324082566
design,123,design_joint,400,400,1,0.0,27,5.289346612712528e-05,1.3500249683048751e-07,8.889636645523707e-05
