step,target,value,query_samples,observed_total_loss,broad_total_loss
0,X9,5.0,50,10.084672035649419,37.017719484120605
1,X8,-5.0,100,5.756514670327306,5.920460618659854
2,X9,-4.483186721801758,150,5.583123529329896,3.2261573109775785
3,X13,-5.0,240,5.481405410915613,2.489956137910485
4,X8,5.0,290,5.464852528646588,2.3278960213065147
5,X17,-5.0,340,5.452999481931329,1.967612783238292
6,X17,5.0,430,5.450456991791725,1.8665203649550677
7,X6,5.0,480,5.451194474473596,1.8186564385890962
8,X3,-1.460282325744629,530,5.450068501755595,1.8432359397411346
9,X13,5.0,620,5.4495033752173185,1.854289272800088
10,X4,5.0,670,5.449890818446875,1.8132019542157651
11,X6,-4.066754341125488,720,5.450475396588445,1.828499510139227
12,X3,5.0,810,5.451963545754552,1.832790257781744
13,X11,-5.0,860,5.45063392072916,1.838737762346864
14,X7,5.0,910,5.449200604110956,1.842238562181592
15,X5,5.0,1000,5.441994339227676,1.816580905020237
16,X12,5.0,1050,5.439161580055952,1.7770005092024803
17,X4,-5.0,1100,5.438212918117642,1.7645528309047223
18,X5,-4.103510856628418,1190,5.439597701653838,1.786937279254198
19,X25,5.0,1240,5.440096510574222,1.796132830902934
20,X20,5.0,1290,5.441960211843252,1.7823425464332106
21,X2,-5.0,1380,5.442762039601803,1.7902409017086032
22,X19,4.286596775054932,1430,5.44097469933331,1.790381857007742
23,X24,-5.0,1480,5.438872819766402,1.8039276108145714
24,X20,-3.7998597621917725,1570,5.437644898891449,1.6768459200859072
25,X15,-5.0,1620,5.436109468340874,1.6779034059494733
26,X15,5.0,1670,5.435557711869478,1.6740063421428202
27,X2,4.723085880279541,1760,5.4348653592169285,1.6716790791600944
28,X12,-5.0,1810,5.436215553432703,1.6704190153628589
29,X12,1.4298008680343628,1860,5.435361521318555,1.6730638701468705
30,X14,4.945864677429199,1950,5.435633808374405,1.6652103696018459
31,X1,5.0,2000,5.4351652674376965,1.665781829878688
