method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
random_ens,42,30,1,5.527165066450834,5.527165066450834,3.7842266239225864,3.7246856067329643,43.42654609680176
