method,seed,n_nodes,episodes,final_total_loss,min_total_loss,ace_final_total_loss,ace_min_total_loss,elapsed_s
max_variance,123,30,5000,5.639959067106247,5.639959067106247,1.9821070719510319,1.7799959041178226,228.30288314819336
